nama;cash;cash_type;cash_score;property_plant_equipment;sumber_asset_lainnya;asset_lainnya;asset_lainnya_type;asset_lainnya_score;sumber_asset_keluarga;asset_keluarga;asset_keluarga_type;asset_keluarga_score;total_asset;total_asset_type;total_asset_score;total_hutang;modal;debt_to_asset_ratio;debt_to_asset_ratio_cat;debt_to_asset_ratio_score;equity_to_asset_ratio;equity_to_asset_ratio_cat;equity_to_asset_ratio_score;debt_to_equity_ratio;debt_to_equity_ratio_cat;debt_to_equity_ratio_score;cash_financial_inflow;cash_financial_outflow;cash_flow_financial;cash_flow_financial_type;cash_flow_financial_score;target
Roger Stewart;18217000;>=15.000.000 dan < 25.000.000;750;62752000;inventory;578708000;>=200000000;1000;Dana pensiun;7228778000;>=2000000000;1000;7888455000;>=7000000000;1000;410451000;7478004000;0,05;excellent;950;0,95;excellent;950;0,05;excellent;950;66692000;16030000;50662000;arus kas positif;1000;950
Dave Holt;53788000;>=25.000.000;1000;16087000;inventory;698683000;>=200000000;1000;Dana pensiun;8866887000;>=2000000000;1000;9635445000;>=7000000000;1000;798305000;8837140000;0,08;excellent;920;0,92;excellent;920;0,09;excellent;910;38721000;45550000;-6829000;arus kas negatif;0;843,75
Monique Taylor;54337000;>=25.000.000;1000;82954000;inventory;294564000;>=200000000;1000;Kendaraan;5315040000;>=2000000000;1000;5746895000;>=5000000000 dan < 7000000000;1000;532752000;5214143000;0,09;excellent;910;0,91;excellent;910;0,1;excellent;900;10065000;29150000;-19085000;arus kas negatif;0;840
April Perez;45471000;>=25.000.000;1000;44957000;inventory;339381000;>=200000000;1000;Kendaraan;2468787000;>=2000000000;1000;2898596000;>= 1000000000 dan <5000000000;500;185882000;2712714000;0,06;excellent;940;0,94;excellent;940;0,07;excellent;930;28538000;70434000;-41896000;arus kas negatif;0;788,75
Jessica Robinson;78295000;>=25.000.000;1000;54767000;asset keluarga ;725830000;>=200000000;1000;Aset finansial lainnya;4207640000;>=2000000000;1000;5066532000;>=5000000000 dan < 7000000000;500;230245000;4836287000;0,05;excellent;950;0,95;excellent;950;0,05;excellent;950;61400000;43412000;17988000;arus kas positif;1000;918,75
Ana Thompson;63199000;>=25.000.000;1000;58560000;property, plant and equipment;280626000;>=200000000;1000;Aset finansial lainnya;2964383000;>=2000000000;1000;3366768000;>= 1000000000 dan <5000000000;500;162396000;3204372000;0,05;excellent;950;0,95;excellent;950;0,05;excellent;950;38305000;54774000;-16469000;arus kas negatif;0;793,75
Bridget Martinez;98046000;>=25.000.000;1000;60771000;asset keluarga ;453096000;>=200000000;1000;Aset finansial lainnya;4897378000;>=2000000000;1000;5509291000;>=5000000000 dan < 7000000000;500;457430000;5051861000;0,08;excellent;920;0,92;excellent;920;0,09;excellent;910;64822000;86734000;-21912000;arus kas negatif;0;781,25
David Thornton;32553000;>=25.000.000;1000;18723000;asset keluarga ;370140000;>=200000000;1000;Tabungan dan deposito;8724130000;>=2000000000;1000;9145546000;>=7000000000;1000;780490000;8365056000;0,09;excellent;910;0,91;excellent;910;0,09;excellent;910;56202000;67592000;-11390000;arus kas negatif;0;841,25
Sarah Miranda;62806000;>=25.000.000;1000;76517000;asset keluarga ;227976000;>=200000000;1000;Investasi;994016000;>= 500000000 dan <1000000000;500;1361315000;>= 1000000000 dan <5000000000;500;622700000;738615000;0,46;good;540;0,54;good;540;0,84;good;160;63874000;68916000;-5042000;arus kas negatif;0;530
Jorge Simmons;35086000;>=25.000.000;1000;87957000;asset keluarga ;119191000;>=100000000 dan < 200000000;750;Dana pensiun;3282783000;>=2000000000;1000;3525017000;>= 1000000000 dan <5000000000;500;791981000;2733036000;0,22;excellent;780;0,78;excellent;780;0,29;excellent;710;78241000;46318000;31923000;arus kas positif;1000;815
Stephanie House;2249000;<5.000.000;250;25178000;asset keluarga ;811701000;>=200000000;1000;Investasi;1582234000;>=1000000000 dan < 2000000000;750;2421362000;>= 1000000000 dan <5000000000;500;592238000;1829124000;0,24;excellent;760;0,76;excellent;760;0,32;good;680;88700000;55688000;33012000;arus kas positif;1000;712,5
David Blevins;80722000;>=25.000.000;1000;46031000;property, plant and equipment;654211000;>=200000000;1000;Tabungan dan deposito;5470200000;>=2000000000;1000;6251164000;>=5000000000 dan < 7000000000;500;760915000;5490249000;0,12;excellent;880;0,88;excellent;880;0,14;excellent;860;31232000;99931000;-68699000;arus kas negatif;0;765
Dawn Yang;31229000;>=25.000.000;1000;87301000;inventory;499452000;>=200000000;1000;Dana pensiun;91233000;<500000000;250;709215000;<1000000000;250;828070000;-118855000;1,17;bad;-170;-0,17;bad;-170;-6,97;bad;7970;25293000;59126000;-33833000;arus kas negatif;0;1266,25
Kirk Cooper;52393000;>=25.000.000;1000;99107000;inventory;427402000;>=200000000;1000;Aset finansial lainnya;8631728000;>=2000000000;1000;9210630000;>=7000000000;1000;499447000;8711183000;0,05;excellent;950;0,95;excellent;950;0,06;excellent;940;74778000;88669000;-13891000;arus kas negatif;0;855
Kevin Zimmerman;23214000;>=15.000.000 dan < 25.000.000;750;50082000;asset keluarga ;713330000;>=200000000;1000;Rumah dan properti;9584821000;>=2000000000;1000;10371447000;>=7000000000;1000;645509000;9725938000;0,06;excellent;940;0,94;excellent;940;0,07;excellent;930;26860000;18102000;8758000;arus kas positif;1000;945
Jonathan Whitehead;2547000;<5.000.000;250;91671000;asset keluarga ;504152000;>=200000000;1000;Dana pensiun;5653298000;>=2000000000;1000;6251668000;>=5000000000 dan < 7000000000;1000;575122000;5676546000;0,09;excellent;910;0,91;excellent;910;0,1;excellent;900;78591000;57265000;21326000;arus kas positif;1000;871,25
Victor Walker;36417000;>=25.000.000;1000;55989000;asset keluarga ;63557000;>= 50000000 dan <100000000;500;Rumah dan properti;5477839000;>=2000000000;1000;5633802000;>=5000000000 dan < 7000000000;1000;858687000;4775115000;0,15;excellent;850;0,85;excellent;850;0,18;excellent;820;33546000;60777000;-27231000;arus kas negatif;0;752,5
Gina Leonard;54739000;>=25.000.000;1000;12808000;inventory;11721000;<50000000;250;Kendaraan;6123471000;>=2000000000;1000;6202739000;>=5000000000 dan < 7000000000;1000;203064000;5999675000;0,03;excellent;970;0,97;excellent;970;0,03;excellent;970;48944000;30043000;18901000;arus kas positif;1000;895
Don Madden;27331000;>=25.000.000;1000;81713000;property, plant and equipment;746050000;>=200000000;1000;Rumah dan properti;794148000;>= 500000000 dan <1000000000;500;1649242000;>= 1000000000 dan <5000000000;500;917511000;731731000;0,56;good;440;0,44;good;440;1,25;bad;-250;16242000;50346000;-34104000;arus kas negatif;0;453,75
James Williams;44051000;>=25.000.000;1000;14922000;asset keluarga ;269674000;>=200000000;1000;Tabungan dan deposito;5191093000;>=2000000000;1000;5519740000;>=5000000000 dan < 7000000000;500;629558000;4890182000;0,11;excellent;890;0,89;excellent;890;0,13;excellent;870;44717000;23568000;21149000;arus kas positif;1000;893,75
Jeffrey Johnson;18506000;>=15.000.000 dan < 25.000.000;750;85538000;asset keluarga ;296095000;>=200000000;1000;Kendaraan;1710206000;>=1000000000 dan < 2000000000;750;2110345000;>= 1000000000 dan <5000000000;500;593834000;1516511000;0,28;excellent;720;0,72;excellent;720;0,39;good;610;18915000;16420000;2495000;arus kas positif;1000;756,25
Jennifer Hahn;47947000;>=25.000.000;1000;64642000;property, plant and equipment;769715000;>=200000000;1000;Investasi;1794097000;>=1000000000 dan < 2000000000;750;2676401000;>= 1000000000 dan <5000000000;500;617834000;2058567000;0,23;excellent;770;0,77;excellent;770;0,3;good;700;55226000;39865000;15361000;arus kas positif;1000;811,25
Gregory Carrillo;30307000;>=25.000.000;1000;70252000;inventory;524998000;>=200000000;1000;Aset finansial lainnya;2847345000;>=2000000000;1000;3472902000;>= 1000000000 dan <5000000000;500;378979000;3093923000;0,11;excellent;890;0,89;excellent;890;0,12;excellent;880;84652000;13550000;71102000;arus kas positif;1000;895
Brian House;51455000;>=25.000.000;1000;17718000;asset keluarga ;720863000;>=200000000;1000;Rumah dan properti;8135112000;>=2000000000;1000;8925148000;>=7000000000;1000;934932000;7990216000;0,1;excellent;900;0,9;excellent;900;0,12;excellent;880;91329000;15060000;76269000;arus kas positif;1000;960
Hannah Brady;57912000;>=25.000.000;1000;38762000;property, plant and equipment;798599000;>=200000000;1000;Dana pensiun;7287608000;>=2000000000;1000;8182881000;>=7000000000;1000;393255000;7789626000;0,05;excellent;950;0,95;excellent;950;0,05;excellent;950;58206000;62025000;-3819000;arus kas negatif;0;856,25
Jasmine Cain;25050000;>=25.000.000;1000;63023000;property, plant and equipment;823317000;>=200000000;1000;Tabungan dan deposito;5207781000;>=2000000000;1000;6119171000;>=5000000000 dan < 7000000000;1000;215630000;5903541000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;36355000;85173000;-48818000;arus kas negatif;0;860
James Burns;64136000;>=25.000.000;1000;61391000;asset keluarga ;134993000;>=100000000 dan < 200000000;750;Rumah dan properti;9261199000;>=2000000000;1000;9521719000;>=7000000000;1000;694052000;8827667000;0,07;excellent;930;0,93;excellent;930;0,08;excellent;920;82646000;28980000;53666000;arus kas positif;1000;941,25
Jessica Lewis;5975000;>= 5.000.000 dan <15.000.000;500;54346000;asset keluarga ;962664000;>=200000000;1000;Aset finansial lainnya;6650194000;>=2000000000;1000;7673179000;>=7000000000;1000;108368000;7564811000;0,01;excellent;990;0,99;excellent;990;0,01;excellent;990;71940000;47652000;24288000;arus kas positif;1000;933,75
Andrew Sanders;74846000;>=25.000.000;1000;84074000;asset keluarga ;380949000;>=200000000;1000;Investasi;4912443000;>=2000000000;1000;5452312000;>=5000000000 dan < 7000000000;1000;417436000;5034876000;0,08;excellent;920;0,92;excellent;920;0,08;excellent;920;67504000;73988000;-6484000;arus kas negatif;0;845
Samantha Russell;14779000;>= 5.000.000 dan <15.000.000;500;66870000;inventory;627103000;>=200000000;1000;Investasi;4104641000;>=2000000000;1000;4813393000;>= 1000000000 dan <5000000000;500;839711000;3973682000;0,17;excellent;830;0,83;excellent;830;0,21;excellent;790;54513000;97983000;-43470000;arus kas negatif;0;681,25
Jason Hancock;15374000;>=15.000.000 dan < 25.000.000;750;23287000;asset keluarga ;947089000;>=200000000;1000;Dana pensiun;3485993000;>=2000000000;1000;4471743000;>= 1000000000 dan <5000000000;500;287128000;4184615000;0,06;excellent;940;0,94;excellent;940;0,07;excellent;930;42006000;64605000;-22599000;arus kas negatif;0;757,5
Dorothy Cain;46170000;>=25.000.000;1000;73893000;property, plant and equipment;46465000;<50000000;250;Kendaraan;3916997000;>=2000000000;1000;4083525000;>= 1000000000 dan <5000000000;500;589513000;3494012000;0,14;excellent;860;0,86;excellent;860;0,17;excellent;830;13839000;50906000;-37067000;arus kas negatif;0;662,5
Daniel Lee;4591000;<5.000.000;250;41404000;property, plant and equipment;244214000;>=200000000;1000;Dana pensiun;6981649000;>=2000000000;1000;7271858000;>=7000000000;1000;318176000;6953682000;0,04;excellent;960;0,96;excellent;960;0,05;excellent;950;38481000;47292000;-8811000;arus kas negatif;0;765
Sean Hodge;20431000;>=15.000.000 dan < 25.000.000;750;40163000;asset keluarga ;419938000;>=200000000;1000;Investasi;4087350000;>=2000000000;1000;4567882000;>= 1000000000 dan <5000000000;500;533637000;4034245000;0,12;excellent;880;0,88;excellent;880;0,13;excellent;870;32179000;72471000;-40292000;arus kas negatif;0;735
Tammy Cook;36036000;>=25.000.000;1000;12020000;property, plant and equipment;129794000;>=100000000 dan < 200000000;750;Aset finansial lainnya;9426122000;>=2000000000;1000;9603972000;>=7000000000;1000;264530000;9339442000;0,03;excellent;970;0,97;excellent;970;0,03;excellent;970;65466000;12379000;53087000;arus kas positif;1000;957,5
Michael Collins;83961000;>=25.000.000;1000;24389000;asset keluarga ;309051000;>=200000000;1000;Dana pensiun;352847000;<500000000;250;770248000;<1000000000;250;533356000;236892000;0,69;bad;310;0,31;bad;310;2,25;bad;-1250;18773000;45556000;-26783000;arus kas negatif;0;233,75
Lauren Thompson;90249000;>=25.000.000;1000;59018000;inventory;488819000;>=200000000;1000;Rumah dan properti;220005000;<500000000;250;858091000;<1000000000;250;789281000;68810000;0,92;bad;80;0,08;bad;80;11,47;bad;-10470;41711000;57812000;-16101000;arus kas negatif;0;-976,25
Paula Marks;86572000;>=25.000.000;1000;49690000;asset keluarga ;859632000;>=200000000;1000;Rumah dan properti;1169628000;>=1000000000 dan < 2000000000;750;2165522000;>= 1000000000 dan <5000000000;500;748673000;1416849000;0,35;good;650;0,65;good;650;0,53;good;470;79579000;94178000;-14599000;arus kas negatif;0;627,5
Derrick Haas;75758000;>=25.000.000;1000;36348000;property, plant and equipment;454399000;>=200000000;1000;Aset finansial lainnya;7043833000;>=2000000000;1000;7610338000;>=7000000000;1000;518930000;7091408000;0,07;excellent;930;0,93;excellent;930;0,07;excellent;930;99813000;66200000;33613000;arus kas positif;1000;973,75
Brooke Perez;55042000;>=25.000.000;1000;10968000;inventory;130737000;>=100000000 dan < 200000000;750;Tabungan dan deposito;6033681000;>=2000000000;1000;6230428000;>=5000000000 dan < 7000000000;1000;887881000;5342547000;0,14;excellent;860;0,86;excellent;860;0,17;excellent;830;51180000;29673000;21507000;arus kas positif;1000;912,5
Jeremy Jones;3716000;<5.000.000;250;16890000;inventory;922460000;>=200000000;1000;Rumah dan properti;9242740000;>=2000000000;1000;10185806000;>=7000000000;1000;492309000;9693497000;0,05;excellent;950;0,95;excellent;950;0,05;excellent;950;27703000;48492000;-20789000;arus kas negatif;0;762,5
Laurie Nichols;41597000;>=25.000.000;1000;17374000;inventory;61704000;>= 50000000 dan <100000000;500;Rumah dan properti;2156024000;>=2000000000;1000;2276699000;>= 1000000000 dan <5000000000;500;392014000;1884685000;0,17;excellent;830;0,83;excellent;830;0,21;excellent;790;37521000;90884000;-53363000;arus kas negatif;0;681,25
Kenneth Kelly;42586000;>=25.000.000;1000;87608000;inventory;79336000;>= 50000000 dan <100000000;500;Rumah dan properti;6262361000;>=2000000000;1000;6471891000;>=5000000000 dan < 7000000000;500;755459000;5716432000;0,12;excellent;880;0,88;excellent;880;0,13;excellent;870;16612000;92902000;-76290000;arus kas negatif;0;703,75
Vincent Brown;11854000;>= 5.000.000 dan <15.000.000;500;88448000;property, plant and equipment;714208000;>=200000000;1000;Aset finansial lainnya;8096417000;>=2000000000;1000;8910927000;>=7000000000;1000;934287000;7976640000;0,1;excellent;900;0,9;excellent;900;0,12;excellent;880;26086000;85097000;-59011000;arus kas negatif;0;772,5
Michael Williams;64675000;>=25.000.000;1000;31548000;asset keluarga ;182294000;>=100000000 dan < 200000000;750;Investasi;4833749000;>=2000000000;1000;5112266000;>=5000000000 dan < 7000000000;1000;104957000;5007309000;0,02;excellent;980;0,98;excellent;980;0,02;excellent;980;53479000;87214000;-33735000;arus kas negatif;0;836,25
Denise Jenkins;56659000;>=25.000.000;1000;50995000;property, plant and equipment;420350000;>=200000000;1000;Kendaraan;1852262000;>=1000000000 dan < 2000000000;750;2380266000;>= 1000000000 dan <5000000000;500;899322000;1480944000;0,38;good;620;0,62;good;620;0,61;good;390;86450000;66745000;19705000;arus kas positif;1000;735
Nancy Stuart;93154000;>=25.000.000;1000;27937000;property, plant and equipment;534715000;>=200000000;1000;Investasi;1261802000;>=1000000000 dan < 2000000000;750;1917608000;>= 1000000000 dan <5000000000;500;476651000;1440957000;0,25;excellent;750;0,75;excellent;750;0,33;good;670;11903000;40411000;-28508000;arus kas negatif;0;677,5
Mr. Jordan Gomez;51603000;>=25.000.000;1000;36765000;asset keluarga ;407476000;>=200000000;1000;Investasi;9618527000;>=2000000000;1000;10114371000;>=7000000000;1000;529281000;9585090000;0,05;excellent;950;0,95;excellent;950;0,06;excellent;940;23695000;64305000;-40610000;arus kas negatif;0;855
Roberto Lopez;73329000;>=25.000.000;1000;93609000;property, plant and equipment;442825000;>=200000000;1000;Tabungan dan deposito;1048585000;>=1000000000 dan < 2000000000;750;1658348000;>= 1000000000 dan <5000000000;500;270540000;1387808000;0,16;excellent;840;0,84;excellent;840;0,19;excellent;810;53864000;24702000;29162000;arus kas positif;1000;842,5
Shane Marsh;39132000;>=25.000.000;1000;73456000;property, plant and equipment;526223000;>=200000000;1000;Kendaraan;7834173000;>=2000000000;1000;8472984000;>=7000000000;1000;588041000;7884943000;0,07;excellent;930;0,93;excellent;930;0,07;excellent;930;68641000;56983000;11658000;arus kas positif;1000;973,75
Carmen Romero;49283000;>=25.000.000;1000;39291000;asset keluarga ;465936000;>=200000000;1000;Aset finansial lainnya;5451822000;>=2000000000;1000;6006332000;>=5000000000 dan < 7000000000;1000;557679000;5448653000;0,09;excellent;910;0,91;excellent;910;0,1;excellent;900;49324000;78015000;-28691000;arus kas negatif;0;840
Dillon Smith;86031000;>=25.000.000;1000;63639000;inventory;152315000;>=100000000 dan < 200000000;750;Dana pensiun;9407884000;>=2000000000;1000;9709869000;>=7000000000;1000;363414000;9346455000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;32616000;88921000;-56305000;arus kas negatif;0;828,75
Mark Byrd;64258000;>=25.000.000;1000;26787000;property, plant and equipment;515866000;>=200000000;1000;Dana pensiun;1364746000;>=1000000000 dan < 2000000000;750;1971657000;>= 1000000000 dan <5000000000;500;701123000;1270534000;0,36;good;640;0,64;good;640;0,55;good;450;31071000;46260000;-15189000;arus kas negatif;0;622,5
Dana Smith;39492000;>=25.000.000;1000;51636000;inventory;764709000;>=200000000;1000;Aset finansial lainnya;9815572000;>=2000000000;1000;10671409000;>=7000000000;1000;801133000;9870276000;0,08;excellent;920;0,92;excellent;920;0,08;excellent;920;24607000;31722000;-7115000;arus kas negatif;0;845
Tracy Oconnor;10216000;>= 5.000.000 dan <15.000.000;500;94580000;property, plant and equipment;307765000;>=200000000;1000;Dana pensiun;6216725000;>=2000000000;1000;6629286000;>=5000000000 dan < 7000000000;1000;609888000;6019398000;0,09;excellent;910;0,91;excellent;910;0,1;excellent;900;48189000;14824000;33365000;arus kas positif;1000;902,5
Nathan Miller;43793000;>=25.000.000;1000;19793000;property, plant and equipment;396854000;>=200000000;1000;Aset finansial lainnya;768398000;>= 500000000 dan <1000000000;500;1228838000;>= 1000000000 dan <5000000000;500;782946000;445892000;0,64;bad;360;0,36;bad;360;1,76;bad;-760;95657000;61746000;33911000;arus kas positif;1000;495
Sabrina Davis;11529000;>= 5.000.000 dan <15.000.000;500;24942000;inventory;267569000;>=200000000;1000;Dana pensiun;861434000;>= 500000000 dan <1000000000;500;1165474000;>= 1000000000 dan <5000000000;500;335022000;830452000;0,29;excellent;710;0,71;excellent;710;0,4;good;600;77394000;89706000;-12312000;arus kas negatif;0;565
Jackie Riley;97347000;>=25.000.000;1000;70871000;inventory;749159000;>=200000000;1000;Tabungan dan deposito;6316255000;>=2000000000;1000;7233632000;>=7000000000;1000;754813000;6478819000;0,1;excellent;900;0,9;excellent;900;0,12;excellent;880;17342000;67292000;-49950000;arus kas negatif;0;835
Joshua Kline;27319000;>=25.000.000;1000;92012000;asset keluarga ;88969000;>= 50000000 dan <100000000;500;Dana pensiun;9744324000;>=2000000000;1000;9952624000;>=7000000000;1000;999155000;8953469000;0,1;excellent;900;0,9;excellent;900;0,11;excellent;890;17523000;71824000;-54301000;arus kas negatif;0;773,75
Victoria Acevedo;27229000;>=25.000.000;1000;53708000;asset keluarga ;165764000;>=100000000 dan < 200000000;750;Dana pensiun;2302758000;>=2000000000;1000;2549459000;>= 1000000000 dan <5000000000;500;687622000;1861837000;0,27;excellent;730;0,73;excellent;730;0,37;good;630;58007000;87339000;-29332000;arus kas negatif;0;667,5
Dennis Brennan;20205000;>=15.000.000 dan < 25.000.000;750;21202000;inventory;832750000;>=200000000;1000;Dana pensiun;2577469000;>=2000000000;1000;3451626000;>= 1000000000 dan <5000000000;500;194348000;3257278000;0,06;excellent;940;0,94;excellent;940;0,06;excellent;940;29900000;79837000;-49937000;arus kas negatif;0;758,75
Jennifer Stanley;82928000;>=25.000.000;1000;45366000;property, plant and equipment;951740000;>=200000000;1000;Tabungan dan deposito;1517599000;>=1000000000 dan < 2000000000;750;2597633000;>= 1000000000 dan <5000000000;500;516475000;2081158000;0,2;excellent;800;0,8;excellent;800;0,25;excellent;750;19571000;69197000;-49626000;arus kas negatif;0;700
Daniel Lee;26119000;>=25.000.000;1000;70134000;asset keluarga ;963942000;>=200000000;1000;Investasi;4308336000;>=2000000000;1000;5368531000;>=5000000000 dan < 7000000000;500;120204000;5248327000;0,02;excellent;980;0,98;excellent;980;0,02;excellent;980;67302000;93511000;-26209000;arus kas negatif;0;805
Jenny Henderson;7536000;>= 5.000.000 dan <15.000.000;500;47961000;property, plant and equipment;985740000;>=200000000;1000;Tabungan dan deposito;5709938000;>=2000000000;1000;6751175000;>=5000000000 dan < 7000000000;500;662232000;6088943000;0,1;excellent;900;0,9;excellent;900;0,11;excellent;890;24574000;42798000;-18224000;arus kas negatif;0;711,25
Mrs. Megan Roberts;13397000;>= 5.000.000 dan <15.000.000;500;10479000;property, plant and equipment;194529000;>=100000000 dan < 200000000;750;Aset finansial lainnya;270493000;<500000000;250;488898000;<1000000000;250;711286000;-222388000;1,45;bad;-450;-0,45;bad;-450;-3,2;bad;4200;49782000;80448000;-30666000;arus kas negatif;0;631,25
Robert Tate;32874000;>=25.000.000;1000;90020000;inventory;464174000;>=200000000;1000;Aset finansial lainnya;1512351000;>=1000000000 dan < 2000000000;750;2099419000;>= 1000000000 dan <5000000000;500;693265000;1406154000;0,33;good;670;0,67;good;670;0,49;good;510;79863000;55575000;24288000;arus kas positif;1000;762,5
Tammy Smith;67933000;>=25.000.000;1000;95109000;asset keluarga ;955699000;>=200000000;1000;Investasi;1727860000;>=1000000000 dan < 2000000000;750;2846601000;>= 1000000000 dan <5000000000;500;790426000;2056175000;0,28;excellent;720;0,72;excellent;720;0,38;good;620;28479000;27298000;1181000;arus kas positif;1000;788,75
Gina Johnson;83643000;>=25.000.000;1000;19840000;inventory;871624000;>=200000000;1000;Investasi;6501809000;>=2000000000;1000;7476916000;>=7000000000;1000;558332000;6918584000;0,07;excellent;930;0,93;excellent;930;0,08;excellent;920;10714000;81418000;-70704000;arus kas negatif;0;847,5
Dustin Shepherd;1028000;<5.000.000;250;81328000;inventory;656612000;>=200000000;1000;Rumah dan properti;4441410000;>=2000000000;1000;5180378000;>=5000000000 dan < 7000000000;1000;759272000;4421106000;0,15;excellent;850;0,85;excellent;850;0,17;excellent;830;74353000;27118000;47235000;arus kas positif;1000;847,5
Adam Morse;66031000;>=25.000.000;1000;18176000;inventory;663479000;>=200000000;1000;Investasi;4191947000;>=2000000000;1000;4939633000;>= 1000000000 dan <5000000000;500;733779000;4205854000;0,15;excellent;850;0,85;excellent;850;0,17;excellent;830;13960000;60742000;-46782000;arus kas negatif;0;753,75
Amy Case;14008000;>= 5.000.000 dan <15.000.000;500;54597000;inventory;993946000;>=200000000;1000;Rumah dan properti;1017145000;>=1000000000 dan < 2000000000;750;2079696000;>= 1000000000 dan <5000000000;500;624454000;1455242000;0,3;good;700;0,7;good;700;0,43;good;570;63673000;57136000;6537000;arus kas positif;1000;715
Julie Thornton;71984000;>=25.000.000;1000;32921000;property, plant and equipment;174715000;>=100000000 dan < 200000000;750;Rumah dan properti;5000837000;>=2000000000;1000;5280457000;>=5000000000 dan < 7000000000;500;298779000;4981678000;0,06;excellent;940;0,94;excellent;940;0,06;excellent;940;82739000;90862000;-8123000;arus kas negatif;0;758,75
Jeffrey Davis;59359000;>=25.000.000;1000;57333000;inventory;664466000;>=200000000;1000;Tabungan dan deposito;7359848000;>=2000000000;1000;8141006000;>=7000000000;1000;971590000;7169416000;0,12;excellent;880;0,88;excellent;880;0,14;excellent;860;99782000;18679000;81103000;arus kas positif;1000;952,5
Rebecca Cline;11109000;>= 5.000.000 dan <15.000.000;500;44738000;asset keluarga ;111830000;>=100000000 dan < 200000000;750;Investasi;2588489000;>=2000000000;1000;2756166000;>= 1000000000 dan <5000000000;500;173887000;2582279000;0,06;excellent;940;0,94;excellent;940;0,07;excellent;930;13709000;21041000;-7332000;arus kas negatif;0;695
Cynthia Mccarthy;41829000;>=25.000.000;1000;49533000;property, plant and equipment;974158000;>=200000000;1000;Aset finansial lainnya;5100701000;>=2000000000;1000;6166221000;>=5000000000 dan < 7000000000;500;453796000;5712425000;0,07;excellent;930;0,93;excellent;930;0,08;excellent;920;69379000;81054000;-11675000;arus kas negatif;0;785
Jennifer Allen;97472000;>=25.000.000;1000;87554000;inventory;222080000;>=200000000;1000;Tabungan dan deposito;9163507000;>=2000000000;1000;9570613000;>=7000000000;1000;709441000;8861172000;0,07;excellent;930;0,93;excellent;930;0,08;excellent;920;29403000;18159000;11244000;arus kas positif;1000;972,5
James Williams;27323000;>=25.000.000;1000;53260000;inventory;684139000;>=200000000;1000;Investasi;7026645000;>=2000000000;1000;7791367000;>=7000000000;1000;611686000;7179681000;0,08;excellent;920;0,92;excellent;920;0,09;excellent;910;45169000;35866000;9303000;arus kas positif;1000;968,75
Greg Strong;82953000;>=25.000.000;1000;39731000;asset keluarga ;997470000;>=200000000;1000;Dana pensiun;3919399000;>=2000000000;1000;5039553000;>=5000000000 dan < 7000000000;1000;510866000;4528687000;0,1;excellent;900;0,9;excellent;900;0,11;excellent;890;94232000;21762000;72470000;arus kas positif;1000;961,25
Lauren Simpson;64551000;>=25.000.000;1000;72377000;property, plant and equipment;422222000;>=200000000;1000;Tabungan dan deposito;4519716000;>=2000000000;1000;5078866000;>=5000000000 dan < 7000000000;1000;736182000;4342684000;0,14;excellent;860;0,86;excellent;860;0,17;excellent;830;37148000;45014000;-7866000;arus kas negatif;0;818,75
Rebekah White;42192000;>=25.000.000;1000;68188000;inventory;42569000;<50000000;250;Tabungan dan deposito;8035182000;>=2000000000;1000;8188131000;>=7000000000;1000;331149000;7856982000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;16495000;99361000;-82866000;arus kas negatif;0;766,25
Christina Roberts;77217000;>=25.000.000;1000;34196000;asset keluarga ;624597000;>=200000000;1000;Tabungan dan deposito;3813490000;>=2000000000;1000;4549500000;>= 1000000000 dan <5000000000;500;823867000;3725633000;0,18;excellent;820;0,82;excellent;820;0,22;excellent;780;85307000;34835000;50472000;arus kas positif;1000;865
Carol Green;19621000;>=15.000.000 dan < 25.000.000;750;71680000;asset keluarga ;787167000;>=200000000;1000;Tabungan dan deposito;6334596000;>=2000000000;1000;7213064000;>=7000000000;1000;298595000;6914469000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;77854000;71153000;6701000;arus kas positif;1000;953,75
Catherine Frank;83171000;>=25.000.000;1000;72123000;inventory;796040000;>=200000000;1000;Dana pensiun;3177257000;>=2000000000;1000;4128591000;>= 1000000000 dan <5000000000;500;841963000;3286628000;0,2;excellent;800;0,8;excellent;800;0,26;excellent;740;72673000;49425000;23248000;arus kas positif;1000;855
Michael Brooks;97546000;>=25.000.000;1000;31310000;asset keluarga ;67292000;>= 50000000 dan <100000000;500;Rumah dan properti;8512515000;>=2000000000;1000;8708663000;>=7000000000;1000;665052000;8043611000;0,08;excellent;920;0,92;excellent;920;0,08;excellent;920;12817000;31141000;-18324000;arus kas negatif;0;782,5
Erica Garcia;12011000;>= 5.000.000 dan <15.000.000;500;62456000;property, plant and equipment;190646000;>=100000000 dan < 200000000;750;Aset finansial lainnya;1975713000;>=1000000000 dan < 2000000000;750;2240826000;>= 1000000000 dan <5000000000;500;376073000;1864753000;0,17;excellent;830;0,83;excellent;830;0,2;excellent;800;64695000;35630000;29065000;arus kas positif;1000;745
